1,1,0,1,0,0,6928,6757,171
1,1,0,1,0,1,16817,16780,37
1,1,0,1,0,2,16683,16530,153
1,1,0,1,0,3,5396,5180,216
1,1,0,1,0,4,8551,8303,248
1,1,0,1,0,5,9192,8843,349
1,1,0,1,0,6,3963,3551,412
1,1,0,1,0,7,5341,4883,458
1,1,0,1,0,8,5344,4817,527
1,1,0,1,0,9,8158,7643,515
1,1,0,1,0,10,3098,2503,595
1,1,0,1,0,11,3716,3091,625
1,1,0,1,0,12,4154,3506,648
1,1,0,1,0,13,3737,2945,792
1,1,0,1,0,14,2283,1551,732
1,1,0,1,0,15,2124,1356,768
1,1,0,1,0,16,2085,1253,832
1,1,0,1,0,17,2101,1297,804
1,1,0,1,0,18,1903,1061,842
1,1,0,1,0,19,1699,280,1419
1,1,0,1,0,20,1776,148,1628
1,1,0,1,0,21,1759,127,1632
1,1,0,1,0,22,2276,586,1690
1,1,1,1,0,0,63468,63392,76
1,1,1,1,0,1,15126,15103,23
1,1,1,1,0,2,15190,15029,161
1,1,1,1,0,3,5799,5607,192
1,1,1,1,0,4,8817,8580,237
1,1,1,1,0,5,8581,8241,340
1,1,1,1,0,6,3754,3384,370
1,1,1,1,0,7,5442,5052,390
1,1,1,1,0,8,5081,4617,464
1,1,1,1,0,9,5365,4842,523
1,1,1,1,0,10,2891,2350,541
1,1,1,1,0,11,3635,3081,554
1,1,1,1,0,12,3628,2999,629
1,1,1,1,0,13,3963,3276,687
1,1,1,1,0,14,2975,2310,665
1,1,1,1,0,15,2605,1892,713
1,1,1,1,0,16,2499,1760,739
1,1,1,1,0,17,2479,1740,739
1,1,1,1,0,18,2331,1584,747
1,1,1,1,0,19,2044,600,1444
1,1,1,1,0,20,1907,158,1748
1,1,1,1,0,21,1767,125,1642
1,1,1,1,0,22,1791,136,1655
1,1,0,2,0,0,3514,3430,84
1,1,0,2,0,1,29014,28984,30
1,1,0,2,0,2,31090,30906,184
1,1,0,2,0,3,8522,8268,254
1,1,0,2,0,4,17187,16870,317
1,1,0,2,0,5,14692,14241,451
1,1,0,2,0,6,5424,5006,418
1,1,0,2,0,7,8516,7997,519
1,1,0,2,0,8,8237,7683,554
1,1,0,2,0,9,9344,8708,636
1,1,0,2,0,10,3504,2871,633
1,1,0,2,0,11,4715,4020,695
1,1,0,2,0,12,4714,3939,775
1,1,0,2,0,13,4703,3825,878
1,1,0,2,0,14,2713,1883,830
1,1,0,2,0,15,2618,1688,930
1,1,0,2,0,16,2602,1704,898
1,1,0,2,0,17,2580,1641,939
1,1,0,2,0,18,2492,1564,928
1,1,0,2,0,19,1854,277,1577
1,1,0,2,0,20,2139,339,1800
1,1,0,2,0,21,1967,137,1830
1,1,0,2,0,22,2067,268,1799
1,1,1,2,0,0,3285,3145,140
1,1,1,2,0,1,27615,27584,31
1,1,1,2,0,2,27267,27094,173
1,1,1,2,0,3,8709,8476,233
1,1,1,2,0,4,14966,14676,290
1,1,1,2,0,5,14445,14047,398
1,1,1,2,0,6,5562,5112,450
1,1,1,2,0,7,8383,7899,484
