1,1,1,2,0,8,8134,7586,548
1,1,1,2,0,9,8315,7679,636
1,1,1,2,0,10,3914,3288,626
1,1,1,2,0,11,5097,4443,654
1,1,1,2,0,12,5146,4384,762
1,1,1,2,0,13,5206,4425,781
1,1,1,2,0,14,3204,2401,803
1,1,1,2,0,15,3043,2172,871
1,1,1,2,0,16,3003,2143,860
1,1,1,2,0,17,2918,2034,884
1,1,1,2,0,18,2622,1752,870
1,1,1,2,0,19,1946,382,1564
1,1,1,2,0,20,1985,193,1792
1,1,1,2,0,21,1902,124,1778
1,1,1,2,0,22,1917,128,1789
1,1,0,3,0,0,4248,4121,127
1,1,0,3,0,1,41375,41331,44
1,1,0,3,0,2,39241,39015,226
1,1,0,3,0,3,12412,12117,295
1,1,0,3,0,4,20802,20451,351
1,1,0,3,0,5,21167,20663,504
1,1,0,3,0,6,6866,6370,496
1,1,0,3,0,7,11150,10612,538
1,1,0,3,0,8,11545,10897,647
1,1,0,3,0,9,11394,10661,733
1,1,0,3,0,10,4542,3799,743
1,1,0,3,0,11,6893,6106,787
1,1,0,3,0,12,6771,5828,943
1,1,0,3,0,13,7200,6212,988
1,1,0,3,0,14,3774,2726,1047
1,1,0,3,0,15,3204,2170,1034
1,1,0,3,0,16,2914,1873,1041
1,1,0,3,0,17,3236,2124,1112
1,1,0,3,0,18,2455,1296,1159
1,1,0,3,0,19,2242,336,1906
1,1,0,3,0,20,2300,195,2105
1,1,0,3,0,21,2081,154,1927
1,1,0,3,0,22,1997,139,1858
1,1,1,3,0,0,3700,3540,160
1,1,1,3,0,1,42250,42208,42
1,1,1,3,0,2,44770,44561,209
1,1,1,3,0,3,12561,12280,281
1,1,1,3,0,4,21784,21444,340
1,1,1,3,0,5,21741,21252,489
1,1,1,3,0,6,7678,7158,520
1,1,1,3,0,7,12136,11583,553
1,1,1,3,0,8,11855,11249,606
1,1,1,3,0,9,12098,11344,754
1,1,1,3,0,10,5220,4478,742
1,1,1,3,0,11,6929,6115,814
1,1,1,3,0,12,6925,6025,900
1,1,1,3,0,13,6665,5744,921
1,1,1,3,0,14,3800,2840,960
1,1,1,3,0,15,3485,2517,968
1,1,1,3,0,16,3618,2608,1010
1,1,1,3,0,17,3394,2336,1058
1,1,1,3,0,18,2803,1757,1046
1,1,1,3,0,19,2142,399,1743
1,1,1,3,0,20,2124,200,1924
1,1,1,3,0,21,2062,134,1928
1,1,1,3,0,22,2047,143,1904
1,1,0,4,0,0,5101,4939,162
1,1,0,4,0,1,55263,55209,54
1,1,0,4,0,2,55709,55441,268
1,1,0,4,0,3,15824,15500,324
1,1,0,4,0,4,27753,27357,396
1,1,0,4,0,5,30804,30255,549
1,1,0,4,0,6,8632,8010,622
1,1,0,4,0,7,14125,13497,628
1,1,0,4,0,8,14309,13584,725
1,1,0,4,0,9,14077,13283,794
1,1,0,4,0,10,5347,4509,838
1,1,0,4,0,11,7592,6703,889
1,1,0,4,0,12,7504,6540,964
1,1,0,4,0,13,7630,6558,1072
1,1,0,4,0,14,3717,2640,1077
1,1,0,4,0,15,3303,2229,1074
1,1,0,4,0,16,3207,2078,1129
1,1,0,4,0,17,3307,2114,1193
1,1,0,4,0,18,2575,1438,1137
1,1,0,4,0,19,2162,304,1858
1,1,0,4,0,20,2253,194,2059
1,1,0,4,0,21,2246,151,2095
1,1,0,4,0,22,2258,147,2111
1,1,1,4,0,0,4903,4687,216
1,1,1,4,0,1,55055,54999,56
1,1,1,4,0,2,53944,53692,252
1,1,1,4,0,3,15464,15123,341
1,1,1,4,0,4,28361,27931,430
1,1,1,4,0,5,28436,27905,531
1,1,1,4,0,6,8848,8274,574
1,1,1,4,0,7,15449,14817,632
1,1,1,4,0,8,15393,14650,743
1,1,1,4,0,9,15321,14527,794
1,1,1,4,0,10,6054,5212,842
1,1,1,4,0,11,8235,7325,910
1,1,1,4,0,12,8446,7520,926
1,1,1,4,0,13,8607,7564,1043
1,1,1,4,0,14,4146,3145,1001
1,1,1,4,0,15,3919,2862,1057
1,1,1,4,0,16,3868,2726,1142
1,1,1,4,0,17,3791,2670,1121
1,1,1,4,0,18,3219,2055,1164
1,1,1,4,0,19,2261,394,1867
1,1,1,4,0,20,2182,179,2003
1,1,1,4,0,21,2266,138,2128
1,1,1,4,0,22,2279,140,2139
