epoch,GPU,batchNum,modelCutID_T,allDelay,SendSrunModelReci,CModelDelay
4,1,4,2,57755,57517,238
4,1,4,3,15955,15620,335
4,1,4,4,29152,28759,393
4,1,4,5,29082,28540,542
4,1,4,6,8811,8229,582
4,1,4,7,14933,14310,623
4,1,4,8,15143,14445,698
4,1,4,9,15207,14397,810
4,1,4,10,5576,4749,827
4,1,4,11,8141,7271,870
4,1,4,12,8259,7331,928
4,1,4,13,8433,7353,1080
4,1,4,14,4033,2990,1043
4,1,4,15,3548,2455,1093
4,1,4,16,3567,2463,1104
4,1,4,17,3638,2464,1174
4,1,4,18,2746,1593,1153
4,1,4,19,2114,313,1801
4,1,4,20,2186,183,2003
4,1,4,21,2152,130,2022
4,1,4,22,2125,135,1990
4,0,5,0,5612,5410,202
4,0,5,1,72797,72719,78
4,0,5,2,72113,71707,406
4,0,5,3,20291,19744,547
4,0,5,4,36839,36206,633
4,0,5,5,36820,35967,853
4,0,5,6,11823,10924,899
4,0,5,7,19022,18025,997
4,0,5,8,19385,18224,1161
4,0,5,9,19141,17863,1278
4,0,5,10,7119,5733,1386
4,0,5,11,10316,8956,1360
4,0,5,12,10232,8758,1474
4,0,5,13,10247,8622,1625
4,0,5,14,4985,3352,1633
4,0,5,15,4376,2702,1674
4,0,5,16,4374,2706,1668
4,0,5,17,4326,2561,1765
4,0,5,18,3389,1563,1826
4,0,5,19,3040,497,2543
4,0,5,20,3175,246,2929
4,0,5,21,2819,138,2681
4,0,5,22,2909,197,2712
4,1,5,0,4835,4591,244
4,1,5,1,71762,71696,66
4,1,5,2,71695,71307,388
4,1,5,3,19234,18726,508
4,1,5,4,36076,35460,616
4,1,5,5,36222,35392,830
4,1,5,6,10970,10053,917
4,1,5,7,18733,17779,954
4,1,5,8,18852,17724,1128
4,1,5,9,18838,17567,1271
4,1,5,10,6958,5652,1306
4,1,5,11,10185,8807,1378
4,1,5,12,10512,9065,1447
4,1,5,13,10441,8859,1582
4,1,5,14,5060,3469,1591
4,1,5,15,4415,2757,1658
4,1,5,16,4417,2767,1650
4,1,5,17,4470,2699,1771
4,1,5,18,3476,1745,1731
4,1,5,19,2800,405,2395
4,1,5,20,2843,250,2593
4,1,5,21,2745,152,2593
4,1,5,22,2745,143,2602
